,Event,Description,Team,Lat,Lon
168,Shot,Vince Dunn Slap Shot saved by Tuukka Rask,St. Louis Blues,21.0,-36.0
169,Missed Shot,Alex Pietrangelo - Goalpost,St. Louis Blues,-20.0,-52.0
170,Shot,Vince Dunn Wrist Shot saved by Tuukka Rask,St. Louis Blues,-11.0,-38.0
171,Missed Shot,Jaden Schwartz - Wide of Net,St. Louis Blues,-8.0,-86.0
172,Shot,Alex Pietrangelo Wrist Shot saved by Tuukka Rask,St. Louis Blues,18.0,-38.0
173,Shot,David Perron Tip-In saved by Tuukka Rask,St. Louis Blues,-5.0,-71.0
174,Hit,David Perron hit John Moore,St. Louis Blues,30.0,-96.0
175,Shot,Ryan O'Reilly Wrist Shot saved by Tuukka Rask,St. Louis Blues,-6.0,-79.0
177,Faceoff,Ryan O'Reilly faceoff won against David Krejci,St. Louis Blues,-22.0,-69.0
179,Faceoff,Oskar Sundqvist faceoff won against David Krejci,St. Louis Blues,22.0,-20.0
180,Missed Shot,Karson Kuhlman - Wide of Net,Boston Bruins,-27.0,79.0
182,Faceoff,Tyler Bozak faceoff won against Charlie Coyle,St. Louis Blues,22.0,-20.0
184,Faceoff,Ryan O'Reilly faceoff won against Charlie Coyle,St. Louis Blues,22.0,-20.0
186,Faceoff,Patrice Bergeron faceoff won against Ryan O'Reilly,Boston Bruins,22.0,69.0
187,Hit,Jaden Schwartz hit Brandon Carlo,St. Louis Blues,-41.0,16.0
188,Giveaway,Giveaway by Brayden Schenn,St. Louis Blues,-12.0,92.0
189,Penalty,Charlie McAvoy Tripping against Vladimir Tarasenko,Boston Bruins,-15.0,-42.0
190,Faceoff,Ryan O'Reilly faceoff won against Sean Kuraly,St. Louis Blues,-22.0,-69.0
191,Blocked Shot,John Moore,Boston Bruins,-12.0,-66.0
192,Shot,Ryan O'Reilly Tip-In saved by Tuukka Rask,St. Louis Blues,1.0,-65.0
193,Giveaway,Giveaway by Brayden Schenn,St. Louis Blues,-38.0,-75.0
195,Faceoff,David Krejci faceoff won against Oskar Sundqvist,Boston Bruins,-22.0,-69.0
196,Hit,Karson Kuhlman hit Colton Parayko,Boston Bruins,4.0,98.0
197,Hit,Sammy Blais hit Charlie McAvoy,St. Louis Blues,19.0,-97.0
198,Hit,Oskar Sundqvist hit Zdeno Chara,St. Louis Blues,27.0,-98.0
199,Shot,Torey Krug Wrist Shot saved by Jordan Binnington,Boston Bruins,8.0,40.0
200,Shot,Jake DeBrusk Wrist Shot saved by Jordan Binnington,Boston Bruins,11.0,80.0
201,Blocked Shot,Jake DeBrusk,Boston Bruins,8.0,-53.0
202,Blocked Shot,Jake DeBrusk,Boston Bruins,6.0,-68.0
203,Giveaway,Giveaway by Zdeno Chara,Boston Bruins,14.0,-93.0
204,Missed Shot,Colton Parayko - Wide of Net,St. Louis Blues,25.0,-40.0
205,Hit,David Pastrnak hit Zach Sanford,Boston Bruins,-41.0,-45.0
206,Missed Shot,Jay Bouwmeester - Wide of Net,St. Louis Blues,-15.0,-35.0
208,Faceoff,Sean Kuraly faceoff won against Robert Thomas,Boston Bruins,-22.0,-69.0
209,Hit,Pat Maroon hit Charlie McAvoy,St. Louis Blues,-40.0,-57.0
210,Hit,Tyler Bozak hit Sean Kuraly,St. Louis Blues,40.0,-59.0
211,Shot,Noel Acciari Wrist Shot saved by Jordan Binnington,Boston Bruins,33.0,54.0
212,Shot,Torey Krug Wrist Shot saved by Jordan Binnington,Boston Bruins,0.0,48.0
214,Faceoff,Ryan O'Reilly faceoff won against David Krejci,St. Louis Blues,22.0,69.0
215,Blocked Shot,David Krejci,Boston Bruins,4.0,-69.0
217,Faceoff,Patrice Bergeron faceoff won against Brayden Schenn,Boston Bruins,22.0,20.0
218,Hit,Charlie McAvoy hit Jaden Schwartz,Boston Bruins,-40.0,-29.0
219,Hit,Brayden Schenn hit Patrice Bergeron,St. Louis Blues,-41.0,-84.0
220,Shot,David Pastrnak Wrist Shot saved by Jordan Binnington,Boston Bruins,10.0,80.0
222,Faceoff,Tyler Bozak faceoff won against Patrice Bergeron,St. Louis Blues,22.0,69.0
227,Faceoff,Sean Kuraly faceoff won against Ryan O'Reilly,Boston Bruins,0.0,0.0
228,Shot,Alex Pietrangelo Slap Shot saved by Tuukka Rask,St. Louis Blues,-21.0,46.0
230,Faceoff,Brayden Schenn faceoff won against Sean Kuraly,St. Louis Blues,-22.0,69.0
231,Missed Shot,Jay Bouwmeester - Wide of Net,St. Louis Blues,31.0,49.0
233,Faceoff,Patrice Bergeron faceoff won against Brayden Schenn,Boston Bruins,-22.0,-69.0
234,Giveaway,Giveaway by Jaden Schwartz,St. Louis Blues,-40.0,-23.0
235,Hit,Jay Bouwmeester hit Brad Marchand,St. Louis Blues,-41.0,-37.0
236,Missed Shot,Alexander Steen - Wide of Net,St. Louis Blues,23.0,65.0
237,Blocked Shot,David Krejci,Boston Bruins,-7.0,72.0
238,Goal,"Brandon Carlo (2) Wrist Shot, assists: Jake DeBrusk (7)",Boston Bruins,29.0,-36.0
239,Faceoff,Tyler Bozak faceoff won against Charlie Coyle,St. Louis Blues,0.0,0.0
240,Hit,Noel Acciari hit Alex Pietrangelo,Boston Bruins,33.0,41.0
241,Blocked Shot,Vince Dunn,St. Louis Blues,10.0,-68.0
242,Hit,David Pastrnak hit Vince Dunn,Boston Bruins,-27.0,-91.0
243,Giveaway,Giveaway by Jay Bouwmeester,St. Louis Blues,27.0,28.0
244,Shot,Patrice Bergeron Wrist Shot saved by Jordan Binnington,Boston Bruins,31.0,-20.0
245,Hit,Jake DeBrusk hit Oskar Sundqvist,Boston Bruins,40.0,43.0
246,Hit,Oskar Sundqvist hit Brandon Carlo,St. Louis Blues,38.0,87.0
247,Takeaway,Takeaway by Alex Pietrangelo,St. Louis Blues,36.0,-58.0
248,Shot,Sammy Blais Wrist Shot saved by Tuukka Rask,St. Louis Blues,13.0,65.0
250,Faceoff,Ryan O'Reilly faceoff won against Sean Kuraly,St. Louis Blues,0.0,0.0
251,Hit,Zach Sanford hit Charlie McAvoy,St. Louis Blues,-13.0,99.0
252,Takeaway,Takeaway by Noel Acciari,Boston Bruins,33.0,54.0
253,Missed Shot,Sean Kuraly - Wide of Net,Boston Bruins,32.0,-66.0
254,Shot,Charlie McAvoy Slap Shot saved by Jordan Binnington,Boston Bruins,24.0,-38.0
255,Hit,Sean Kuraly hit Ryan O'Reilly,Boston Bruins,-41.0,-71.0
256,Hit,David Perron hit Charlie McAvoy,St. Louis Blues,40.0,40.0
258,Faceoff,Brayden Schenn faceoff won against Karson Kuhlman,St. Louis Blues,22.0,-20.0
259,Shot,Vladimir Tarasenko Wrist Shot saved by Tuukka Rask,St. Louis Blues,30.0,75.0
260,Takeaway,Takeaway by Jake DeBrusk,Boston Bruins,6.0,71.0
261,Giveaway,Giveaway by Jake DeBrusk,Boston Bruins,2.0,76.0
262,Shot,Vladimir Tarasenko Tip-In saved by Tuukka Rask,St. Louis Blues,-2.0,76.0
264,Faceoff,Sean Kuraly faceoff won against Ryan O'Reilly,Boston Bruins,-22.0,69.0
265,Hit,Sean Kuraly hit Sammy Blais,Boston Bruins,-38.0,-60.0
266,Shot,Joakim Nordstrom Slap Shot saved by Jordan Binnington,Boston Bruins,-1.0,-56.0
268,Faceoff,Oskar Sundqvist faceoff won against Charlie Coyle,St. Louis Blues,-22.0,-69.0
269,Shot,Patrice Bergeron Wrist Shot saved by Jordan Binnington,Boston Bruins,32.0,-73.0
271,Faceoff,Brayden Schenn faceoff won against Patrice Bergeron,St. Louis Blues,22.0,-69.0
272,Takeaway,Takeaway by Patrice Bergeron,Boston Bruins,40.0,54.0
274,Faceoff,Tyler Bozak faceoff won against David Krejci,St. Louis Blues,0.0,0.0
275,Goal,"Karson Kuhlman (1) Snap Shot, assists: David Krejci (11)",Boston Bruins,22.0,-54.0
276,Faceoff,Ryan O'Reilly faceoff won against Sean Kuraly,St. Louis Blues,0.0,0.0
277,Hit,Brandon Carlo hit David Perron,Boston Bruins,25.0,28.0
279,Faceoff,Ryan O'Reilly faceoff won against Charlie Coyle,St. Louis Blues,-22.0,-69.0
280,Missed Shot,Danton Heinen - Wide of Net,Boston Bruins,3.0,-53.0
281,Hit,Charlie McAvoy hit Brayden Schenn,Boston Bruins,39.0,72.0
283,Faceoff,Ryan O'Reilly faceoff won against Patrice Bergeron,St. Louis Blues,22.0,69.0
284,Shot,David Perron Wrist Shot saved by Tuukka Rask,St. Louis Blues,5.0,63.0
285,Shot,Alex Pietrangelo Wrist Shot saved by Tuukka Rask,St. Louis Blues,-25.0,60.0
286,Goal,"Ryan O'Reilly (7) Wrist Shot, assists: Alex Pietrangelo (15), David Perron (8)",St. Louis Blues,10.0,77.0
288,Faceoff,David Krejci faceoff won against Brayden Schenn,Boston Bruins,0.0,0.0
290,Faceoff,David Krejci faceoff won against Brayden Schenn,Boston Bruins,-22.0,-69.0
291,Giveaway,Giveaway by Carl Gunnarsson,St. Louis Blues,-12.0,-68.0
292,Shot,Noel Acciari Snap Shot saved by Jordan Binnington,Boston Bruins,21.0,-60.0
294,Faceoff,Tyler Bozak faceoff won against Charlie Coyle,St. Louis Blues,22.0,-69.0
296,Faceoff,Tyler Bozak faceoff won against Charlie Coyle,St. Louis Blues,-22.0,-20.0
297,Blocked Shot,Torey Krug,Boston Bruins,-1.0,72.0
298,Shot,Colton Parayko Wrist Shot saved by Tuukka Rask,St. Louis Blues,-23.0,38.0
300,Faceoff,Sean Kuraly faceoff won against Ryan O'Reilly,Boston Bruins,-22.0,69.0
301,Takeaway,Takeaway by David Perron,St. Louis Blues,-10.0,61.0
302,Takeaway,Takeaway by Charlie McAvoy,Boston Bruins,10.0,66.0
304,Faceoff,Sean Kuraly faceoff won against Ryan O'Reilly,Boston Bruins,22.0,69.0
305,Shot,Noel Acciari Wrist Shot saved by Jordan Binnington,Boston Bruins,-17.0,-84.0
306,Takeaway,Takeaway by Sean Kuraly,Boston Bruins,-4.0,-96.0
307,Goal,"David Pastrnak (9) Wrist Shot, assists: Brad Marchand (14), Sean Kuraly (6)",Boston Bruins,10.0,-74.0
308,Faceoff,Patrice Bergeron faceoff won against Brayden Schenn,Boston Bruins,0.0,0.0
309,Takeaway,Takeaway by David Pastrnak,Boston Bruins,-31.0,-54.0
310,Hit,Robert Thomas hit John Moore,St. Louis Blues,-10.0,98.0
311,Blocked Shot,Patrice Bergeron,Boston Bruins,-4.0,66.0
312,Blocked Shot,John Moore,Boston Bruins,-10.0,69.0
313,Blocked Shot,Colton Parayko,St. Louis Blues,-1.0,-73.0
314,Goal,"Zdeno Chara (2) Wrist Shot, assists: none",Boston Bruins,-27.0,53.0
315,Faceoff,Oskar Sundqvist faceoff won against David Krejci,St. Louis Blues,0.0,0.0
316,Hit,Zach Sanford hit Connor Clifton,St. Louis Blues,-31.0,99.0
317,Shot,Robert Bortuzzo Slap Shot saved by Tuukka Rask,St. Louis Blues,-3.0,40.0
319,Faceoff,Oskar Sundqvist faceoff won against Charlie Coyle,St. Louis Blues,-22.0,69.0
320,Shot,Danton Heinen Tip-In saved by Jordan Binnington,Boston Bruins,3.0,-8.0
321,Shot,Sean Kuraly Backhand saved by Jordan Binnington,Boston Bruins,1.0,-60.0
322,Hit,Connor Clifton hit Sammy Blais,Boston Bruins,17.0,98.0
323,Penalty,Sammy Blais Slashing against Connor Clifton,St. Louis Blues,25.0,98.0
324,Penalty,Sammy Blais Roughing against Connor Clifton served by Zach Sanford,St. Louis Blues,25.0,88.0
325,Penalty,Connor Clifton Roughing against Sammy Blais,Boston Bruins,24.0,92.0
326,Faceoff,Sean Kuraly faceoff won against Oskar Sundqvist,Boston Bruins,22.0,-69.0
327,Penalty,Robert Bortuzzo Cross checking against Noel Acciari,St. Louis Blues,22.0,-80.0
328,Penalty,Robert Bortuzzo Misconduct,St. Louis Blues,17.0,-78.0
329,Faceoff,Oskar Sundqvist faceoff won against Sean Kuraly,St. Louis Blues,22.0,-69.0
330,Shot,Carl Gunnarsson Wrist Shot saved by Tuukka Rask,St. Louis Blues,15.0,-74.0
331,Missed Shot,Connor Clifton - Wide of Net,Boston Bruins,-3.0,8.0
,Event,Description,Team,Lat,Lon
3,Faceoff,Sean Kuraly faceoff won against Oskar Sundqvist,Boston Bruins,0.0,0.0
4,Hit,Ivan Barbashev hit Charlie McAvoy,St. Louis Blues,-35.0,-65.0
6,Faceoff,Sean Kuraly faceoff won against Jaden Schwartz,Boston Bruins,-22.0,-69.0
7,Shot,Jaden Schwartz Wrist Shot saved by Tuukka Rask,St. Louis Blues,20.0,-69.0
9,Faceoff,Ryan O'Reilly faceoff won against Patrice Bergeron,St. Louis Blues,-22.0,-20.0
10,Giveaway,Giveaway by David Pastrnak,Boston Bruins,18.0,-17.0
11,Hit,Torey Krug hit David Perron,Boston Bruins,37.0,-47.0
12,Hit,Torey Krug hit Zach Sanford,Boston Bruins,23.0,-93.0
13,Hit,Brayden Schenn hit Zdeno Chara,St. Louis Blues,-32.0,-79.0
14,Takeaway,Takeaway by Colton Parayko,St. Louis Blues,18.0,40.0
15,Giveaway,Giveaway by Matt Grzelcyk,Boston Bruins,18.0,-91.0
16,Missed Shot,Vince Dunn - Wide of Net,St. Louis Blues,5.0,-72.0
17,Blocked Shot,Noel Acciari,Boston Bruins,-20.0,-62.0
18,Shot,John Moore Wrist Shot saved by Jordan Binnington,Boston Bruins,30.0,54.0
20,Faceoff,Patrice Bergeron faceoff won against Oskar Sundqvist,Boston Bruins,-22.0,69.0
21,Shot,Torey Krug Wrist Shot saved by Jordan Binnington,Boston Bruins,-28.0,40.0
23,Faceoff,Patrice Bergeron faceoff won against Ryan O'Reilly,Boston Bruins,-22.0,69.0
24,Hit,Torey Krug hit Zach Sanford,Boston Bruins,-38.0,-57.0
25,Hit,Colton Parayko hit Patrice Bergeron,St. Louis Blues,29.0,93.0
26,Blocked Shot,Jay Bouwmeester,St. Louis Blues,-16.0,71.0
27,Hit,Brayden Schenn hit Charlie Coyle,St. Louis Blues,-34.0,-52.0
28,Takeaway,Takeaway by Marcus Johansson,Boston Bruins,-12.0,44.0
29,Blocked Shot,Colton Parayko,St. Louis Blues,6.0,78.0
30,Blocked Shot,Joel Edmundson,St. Louis Blues,8.0,64.0
31,Shot,Sean Kuraly Backhand saved by Jordan Binnington,Boston Bruins,-23.0,71.0
32,Hit,Zach Sanford hit Brandon Carlo,St. Louis Blues,-33.0,-87.0
33,Hit,Patrice Bergeron hit Zach Sanford,Boston Bruins,-38.0,-6.0
34,Giveaway,Giveaway by David Pastrnak,Boston Bruins,35.0,66.0
36,Faceoff,David Krejci faceoff won against Ryan O'Reilly,Boston Bruins,22.0,69.0
37,Missed Shot,Jake DeBrusk - Wide of Net,Boston Bruins,8.0,79.0
38,Blocked Shot,Pat Maroon,St. Louis Blues,22.0,48.0
40,Faceoff,Oskar Sundqvist faceoff won against Jake DeBrusk,St. Louis Blues,22.0,69.0
41,Penalty,Colton Parayko Delaying Game - Puck over glass,St. Louis Blues,37.0,61.0
42,Faceoff,Patrice Bergeron faceoff won against Ryan O'Reilly,Boston Bruins,22.0,69.0
43,Blocked Shot,Jay Bouwmeester,St. Louis Blues,-17.0,83.0
44,Shot,Brad Marchand Wrist Shot saved by Jordan Binnington,Boston Bruins,6.0,55.0
46,Faceoff,Tyler Bozak faceoff won against Patrice Bergeron,St. Louis Blues,22.0,69.0
47,Hit,Joel Edmundson hit Marcus Johansson,St. Louis Blues,-11.0,96.0
48,Blocked Shot,Carl Gunnarsson,St. Louis Blues,5.0,68.0
49,Shot,Patrice Bergeron Wrist Shot saved by Jordan Binnington,Boston Bruins,3.0,67.0
50,Hit,Patrice Bergeron hit Joel Edmundson,Boston Bruins,33.0,89.0
51,Shot,David Krejci Backhand saved by Jordan Binnington,Boston Bruins,1.0,78.0
53,Faceoff,Brayden Schenn faceoff won against David Krejci,St. Louis Blues,-22.0,69.0
54,Takeaway,Takeaway by David Krejci,Boston Bruins,-15.0,59.0
55,Hit,Brayden Schenn hit Charlie McAvoy,St. Louis Blues,12.0,-90.0
57,Faceoff,Sean Kuraly faceoff won against Ryan O'Reilly,Boston Bruins,22.0,-69.0
58,Hit,David Perron hit Zdeno Chara,St. Louis Blues,-38.0,2.0
59,Hit,Joel Edmundson hit Noel Acciari,St. Louis Blues,-35.0,94.0
60,Shot,Marcus Johansson Backhand saved by Jordan Binnington,Boston Bruins,-5.0,79.0
61,Hit,Vladimir Tarasenko hit Torey Krug,St. Louis Blues,36.0,31.0
62,Takeaway,Takeaway by Charlie Coyle,Boston Bruins,41.0,-59.0
64,Faceoff,Oskar Sundqvist faceoff won against Brad Marchand,St. Louis Blues,22.0,69.0
65,Hit,Ivan Barbashev hit Brad Marchand,St. Louis Blues,8.0,24.0
66,Hit,Alex Pietrangelo hit Karson Kuhlman,St. Louis Blues,38.0,58.0
67,Hit,Noel Acciari hit Sammy Blais,Boston Bruins,-36.0,-5.0
68,Blocked Shot,Brandon Carlo,Boston Bruins,-20.0,-59.0
69,Hit,Joakim Nordstrom hit Carl Gunnarsson,Boston Bruins,-35.0,65.0
70,Hit,Jaden Schwartz hit Danton Heinen,St. Louis Blues,-36.0,31.0
71,Hit,Charlie Coyle hit Brayden Schenn,Boston Bruins,-17.0,99.0
73,Faceoff,Patrice Bergeron faceoff won against Brayden Schenn,Boston Bruins,-22.0,69.0
74,Hit,Karson Kuhlman hit Jay Bouwmeester,Boston Bruins,-39.0,-19.0
75,Takeaway,Takeaway by Colton Parayko,St. Louis Blues,36.0,45.0
76,Blocked Shot,Colton Parayko,St. Louis Blues,12.0,66.0
77,Hit,Noel Acciari hit Pat Maroon,Boston Bruins,-39.0,-57.0
78,Hit,Sammy Blais hit Noel Acciari,St. Louis Blues,-33.0,-76.0
79,Shot,Sammy Blais Wrist Shot saved by Tuukka Rask,St. Louis Blues,-21.0,-89.0
80,Goal,"Ryan O'Reilly (8) Tip-In, assists: Jay Bouwmeester (7), Alex Pietrangelo (16)",St. Louis Blues,-3.0,-71.0
81,Faceoff,Patrice Bergeron faceoff won against Brayden Schenn,Boston Bruins,0.0,0.0
82,Missed Shot,Jaden Schwartz - Wide of Net,St. Louis Blues,11.0,-82.0
83,Takeaway,Takeaway by Danton Heinen,Boston Bruins,34.0,53.0
84,Shot,Charlie Coyle Backhand saved by Jordan Binnington,Boston Bruins,18.0,82.0
86,Faceoff,David Krejci faceoff won against Tyler Bozak,Boston Bruins,22.0,69.0
87,Shot,Torey Krug Wrist Shot saved by Jordan Binnington,Boston Bruins,18.0,45.0
89,Faceoff,Tyler Bozak faceoff won against David Krejci,St. Louis Blues,22.0,69.0
90,Shot,David Krejci Backhand saved by Jordan Binnington,Boston Bruins,-15.0,87.0
91,Shot,Jake DeBrusk Backhand saved by Jordan Binnington,Boston Bruins,-7.0,76.0
93,Faceoff,Tyler Bozak faceoff won against Brad Marchand,St. Louis Blues,22.0,69.0
94,Takeaway,Takeaway by David Pastrnak,Boston Bruins,6.0,91.0
95,Blocked Shot,Alex Pietrangelo,St. Louis Blues,11.0,67.0
96,Shot,Patrice Bergeron Tip-In saved by Jordan Binnington,Boston Bruins,-9.0,83.0
97,Blocked Shot,Colton Parayko,St. Louis Blues,-12.0,51.0
98,Giveaway,Giveaway by David Pastrnak,Boston Bruins,7.0,52.0
99,Goal,"Alex Pietrangelo (3) Backhand, assists: Jaden Schwartz (7)",St. Louis Blues,1.0,-74.0
100,Faceoff,Charlie Coyle faceoff won against Oskar Sundqvist,Boston Bruins,0.0,0.0
101,Giveaway,Giveaway by Torey Krug,Boston Bruins,20.0,-33.0
102,Hit,Torey Krug hit Oskar Sundqvist,Boston Bruins,-8.0,-26.0
107,Faceoff,Ivan Barbashev faceoff won against Charlie Coyle,St. Louis Blues,0.0,0.0
108,Hit,Jay Bouwmeester hit Danton Heinen,St. Louis Blues,36.0,-41.0
109,Takeaway,Takeaway by Charlie McAvoy,Boston Bruins,-21.0,87.0
110,Takeaway,Takeaway by Vladimir Tarasenko,St. Louis Blues,3.0,-28.0
111,Blocked Shot,Zdeno Chara,Boston Bruins,-5.0,56.0
113,Faceoff,Brayden Schenn faceoff won against Patrice Bergeron,St. Louis Blues,-22.0,69.0
114,Giveaway,Giveaway by Brad Marchand,Boston Bruins,-31.0,-19.0
115,Blocked Shot,Alex Pietrangelo,St. Louis Blues,-14.0,-84.0
116,Shot,John Moore Wrist Shot saved by Jordan Binnington,Boston Bruins,-30.0,-74.0
117,Blocked Shot,David Perron,St. Louis Blues,-12.0,-72.0
118,Hit,John Moore hit Zach Sanford,Boston Bruins,-36.0,71.0
119,Shot,Sean Kuraly Backhand saved by Jordan Binnington,Boston Bruins,32.0,-73.0
121,Faceoff,Ivan Barbashev faceoff won against Charlie Coyle,St. Louis Blues,22.0,-69.0
122,Giveaway,Giveaway by Ivan Barbashev,St. Louis Blues,-2.0,59.0
123,Shot,David Pastrnak Backhand saved by Jordan Binnington,Boston Bruins,-16.0,-86.0
125,Faceoff,David Krejci faceoff won against Ryan O'Reilly,Boston Bruins,-22.0,-69.0
126,Giveaway,Giveaway by Zach Sanford,St. Louis Blues,33.0,-11.0
127,Hit,Colton Parayko hit Karson Kuhlman,St. Louis Blues,-33.0,-70.0
128,Shot,Sammy Blais Wrist Shot saved by Tuukka Rask,St. Louis Blues,20.0,55.0
130,Faceoff,Sean Kuraly faceoff won against Brayden Schenn,Boston Bruins,22.0,69.0
132,Faceoff,Oskar Sundqvist faceoff won against Charlie Coyle,St. Louis Blues,-22.0,-20.0
134,Faceoff,Ivan Barbashev faceoff won against Charlie Coyle,St. Louis Blues,0.0,0.0
135,Hit,Jay Bouwmeester hit Marcus Johansson,St. Louis Blues,-32.0,-81.0
136,Takeaway,Takeaway by Colton Parayko,St. Louis Blues,-10.0,-89.0
137,Hit,Brandon Carlo hit Oskar Sundqvist,Boston Bruins,38.0,-17.0
138,Giveaway,Giveaway by Torey Krug,Boston Bruins,3.0,70.0
139,Shot,Alex Pietrangelo Wrist Shot saved by Tuukka Rask,St. Louis Blues,-19.0,34.0
141,Faceoff,Jaden Schwartz faceoff won against Patrice Bergeron,St. Louis Blues,-22.0,69.0
142,Blocked Shot,David Pastrnak,Boston Bruins,31.0,39.0
144,Faceoff,Brayden Schenn faceoff won against Patrice Bergeron,St. Louis Blues,22.0,69.0
145,Hit,Vladimir Tarasenko hit Charlie McAvoy,St. Louis Blues,9.0,95.0
146,Hit,Zdeno Chara hit Jaden Schwartz,Boston Bruins,-40.0,2.0
147,Hit,Jay Bouwmeester hit Patrice Bergeron,St. Louis Blues,7.0,-43.0
148,Hit,Torey Krug hit Zach Sanford,Boston Bruins,-12.0,96.0
150,Faceoff,Tyler Bozak faceoff won against David Krejci,St. Louis Blues,-22.0,-69.0
151,Hit,Sammy Blais hit John Moore,St. Louis Blues,-35.0,1.0
152,Hit,Vince Dunn hit Karson Kuhlman,St. Louis Blues,-27.0,-88.0
153,Hit,Zdeno Chara hit Pat Maroon,Boston Bruins,-8.0,95.0
154,Giveaway,Giveaway by Pat Maroon,St. Louis Blues,-14.0,94.0
156,Faceoff,Marcus Johansson faceoff won against Oskar Sundqvist,Boston Bruins,-22.0,-69.0
157,Hit,Joel Edmundson hit Charlie Coyle,St. Louis Blues,38.0,-9.0
158,Shot,Brayden Schenn Tip-In saved by Tuukka Rask,St. Louis Blues,0.0,80.0
159,Missed Shot,Vladimir Tarasenko - Wide of Net,St. Louis Blues,35.0,52.0
160,Blocked Shot,Noel Acciari,Boston Bruins,13.0,54.0
161,Blocked Shot,Sean Kuraly,Boston Bruins,10.0,57.0
162,Shot,Zach Sanford Wrist Shot saved by Tuukka Rask,St. Louis Blues,-22.0,41.0
163,Hit,Matt Grzelcyk hit Ryan O'Reilly,Boston Bruins,18.0,94.0
164,Missed Shot,Alexander Steen - Wide of Net,St. Louis Blues,6.0,76.0
165,Hit,Brad Marchand hit Vladimir Tarasenko,Boston Bruins,35.0,66.0
166,Giveaway,Giveaway by David Pastrnak,Boston Bruins,36.0,-55.0
167,Hit,Oskar Sundqvist hit Brandon Carlo,St. Louis Blues,-16.0,96.0
168,Shot,Jake DeBrusk Snap Shot saved by Jordan Binnington,Boston Bruins,-25.0,-76.0
169,Shot,Matt Grzelcyk Wrist Shot saved by Jordan Binnington,Boston Bruins,29.0,3.0
170,Giveaway,Giveaway by Danton Heinen,Boston Bruins,-7.0,3.0
171,Hit,Charlie Coyle hit Vince Dunn,Boston Bruins,38.0,4.0
172,Shot,Brandon Carlo Wrist Shot saved by Jordan Binnington,Boston Bruins,35.0,82.0
173,Giveaway,Giveaway by Jay Bouwmeester,St. Louis Blues,31.0,-8.0
174,Shot,Brad Marchand Wrist Shot saved by Jordan Binnington,Boston Bruins,27.0,-52.0
176,Faceoff,Ryan O'Reilly faceoff won against Patrice Bergeron,St. Louis Blues,22.0,-69.0
178,Faceoff,Charlie Coyle faceoff won against Oskar Sundqvist,Boston Bruins,-22.0,-69.0
179,Blocked Shot,Ivan Barbashev,St. Louis Blues,8.0,-66.0
180,Giveaway,Giveaway by Brandon Carlo,Boston Bruins,30.0,-35.0
181,Shot,Colton Parayko Wrist Shot saved by Tuukka Rask,St. Louis Blues,-26.0,35.0
183,Faceoff,Sean Kuraly faceoff won against Brayden Schenn,Boston Bruins,-22.0,69.0
184,Hit,Joakim Nordstrom hit Alex Pietrangelo,Boston Bruins,-36.0,-79.0
185,Hit,Noel Acciari hit Jaden Schwartz,Boston Bruins,-38.0,8.0
186,Giveaway,Giveaway by Sean Kuraly,Boston Bruins,30.0,-40.0
188,Faceoff,David Krejci faceoff won against Ryan O'Reilly,Boston Bruins,22.0,-20.0
189,Missed Shot,Brandon Carlo - Wide of Net,Boston Bruins,10.0,-35.0
191,Faceoff,Patrice Bergeron faceoff won against Brayden Schenn,Boston Bruins,22.0,-69.0
192,Hit,Alex Pietrangelo hit David Pastrnak,St. Louis Blues,-32.0,-85.0
193,Shot,Patrice Bergeron Wrist Shot saved by Jordan Binnington,Boston Bruins,22.0,-34.0
194,Blocked Shot,Brandon Carlo,Boston Bruins,6.0,67.0
195,Hit,Tyler Bozak hit Matt Grzelcyk,St. Louis Blues,-35.0,-15.0
196,Shot,Charlie Coyle Wrist Shot saved by Jordan Binnington,Boston Bruins,33.0,-61.0
198,Faceoff,Brayden Schenn faceoff won against David Krejci,St. Louis Blues,22.0,-69.0
199,Blocked Shot,Colton Parayko,St. Louis Blues,5.0,-60.0
200,Takeaway,Takeaway by Brayden Schenn,St. Louis Blues,36.0,-54.0
201,Giveaway,Giveaway by Torey Krug,Boston Bruins,-20.0,33.0
202,Shot,David Pastrnak Wrist Shot saved by Jordan Binnington,Boston Bruins,33.0,-46.0
203,Blocked Shot,Alex Pietrangelo,St. Louis Blues,5.0,-60.0
204,Missed Shot,Zach Sanford - Over Net,St. Louis Blues,24.0,46.0
205,Hit,Ivan Barbashev hit Charlie McAvoy,St. Louis Blues,-7.0,95.0
206,Shot,Danton Heinen Wrist Shot saved by Jordan Binnington,Boston Bruins,13.0,-54.0
207,Blocked Shot,Alex Pietrangelo,St. Louis Blues,-8.0,-70.0
208,Hit,Oskar Sundqvist hit Danton Heinen,St. Louis Blues,35.0,-90.0
209,Shot,Alex Pietrangelo Wrist Shot saved by Tuukka Rask,St. Louis Blues,-6.0,-15.0
214,Faceoff,Charlie Coyle faceoff won against Oskar Sundqvist,Boston Bruins,0.0,0.0
215,Shot,Torey Krug Slap Shot saved by Jordan Binnington,Boston Bruins,-1.0,38.0
217,Faceoff,Patrice Bergeron faceoff won against Ryan O'Reilly,Boston Bruins,22.0,69.0
218,Blocked Shot,Tyler Bozak,St. Louis Blues,-13.0,55.0
219,Hit,Torey Krug hit Ryan O'Reilly,Boston Bruins,-40.0,-75.0
